"x"
"1" "<U+4F5C><U+8005>happpy0421 (Tommy)<U+770B><U+677F>Stock<U+6A19><U+984C><U+5BCC><U+90A6>e<U+9EDE><U+901A><U+4E0B><U+55AE><U+8EDF><U+9AD4><U+7684><U+64CD><U+4F5C><U+9806><U+66A2><U+5EA6><U+6642><U+9593>Mon Jul  9 21:19:29 2018
<U+2192> peter015: <U+963F><U+5049><U+65E9><U+5C31><U+9810><U+544A><U+5728><U+524D>~2017<U+5E74><U+4E03><U+6708><U+5927><U+5D29><U+76E4>+10<U+5E74><U+5C0D><U+7A31><U+8DCC><U+5E45>~ 07/10 00:24
<U+5653> wake7078: <U+5D29><U+6F70><U+4E86> <U+68D2><U+5EB7><U+5168><U+5D29><U+6F70> 07/10 00:25
<U+63A8> tkhunter: <U+901A><U+901A><U+5674><U+8D77><U+4F86> 07/10 00:35
<U+2192> breakace10: <U+963F><U+5DDD><U+65E9><U+5C31><U+9022><U+4F4E><U+591A><U+5230><U+7FFB>  <U+4EFB><U+671F><U+6EFF><U+4E86><U+53EF><U+4EE5><U+518D><U+84CB>20<U+68DF><U+963F><U+5DDD><U+5927><U+6A13> 07/10 00:46
<U+63A8> pig0038: <U+91D1><U+80D6>:<U+4F60><U+4E5F><U+61C2><U+7092><U+80A1>? 07/10 01:09
<U+2192> stock999: <U+4F60><U+505A><U+7A7A><U+9F41> 07/10 07:54
<U+2192> littleshan30: <U+6050><U+4F60><U+5ABD> 07/10 08:18
<U+63A8> MUMUKON: <U+958B><U+59CB><U+8CB7>!! 07/10 09:02
"
"11" NA
"12" NA
"13" "<U+4F5C><U+8005>eyespot (<U+8FFD><U+6C42><U+5167><U+5FC3><U+7684><U+81EA><U+5728>)<U+770B><U+677F>Stock<U+6A19><U+984C>[<U+516C><U+544A>] bank1117<U+9055><U+53CD><U+677F><U+898F>4-2-3 <U+8B66><U+544A><U+4E00><U+6B21><U+6642><U+9593>Mon Jul  9 21:36:45 2018
1. <U+4E3B><U+65E8>: bank1117 <U+9055><U+53CD><U+677F><U+898F>4-2-3 <U+8B66><U+544A><U+4E00><U+6B21>

2. <U+8AAA><U+660E>:<U+7D93><U+677F><U+4E3B><U+5DE1><U+8996><U+677F><U+9762>,bank1117 <U+767C><U+672A><U+505A><U+529F><U+8AB2><U+4E4B><U+4F38><U+624B><U+8ACB><U+76CA><U+6587>,
         <U+9055><U+53CD><U+677F><U+898F>4-2-3,<U+7D66><U+4E88><U+780D><U+6587><U+8655><U+5206>,<U+4E0B><U+6B21><U+518D><U+72AF><U+4E88><U+4EE5><U+6C34><U+6876><U+4E00><U+9031><U+3002>

 4-2.<U+9592><U+804A><U+6587><U+3001><U+65E5><U+8A18><U+6587><U+3001><U+80A1><U+7968><U+9EDE><U+8584><U+5F31><U+3001><U+4F38><U+624B><U+6587><U+3001><U+558A><U+76E4><U+6587><U+3001><U+7121><U+95DC><U+80A1><U+677F><U+4E4B><U+6587><U+7AE0>,<U+780D><U+6587><U+8655><U+4EFD><U+3002>
 4-2-3.<U+4F38><U+624B><U+6587>:<U+8ACB><U+76CA><U+537B><U+672A><U+4F5C><U+529F><U+8AB2><U+8005><U+3002>


3. <U+8B49><U+64DA>(<U+539F><U+6587><U+5DF2><U+522A><U+9664>):

<U+4F5C><U+8005>  bank1117 ()                                                <U+770B><U+677F>  Stock 
 <U+6A19><U+984C>  [<U+8ACB><U+76CA>] <U+5149><U+9821><U+8A72><U+7E8C><U+62B1><U+55CE>?                                                   
 <U+6642><U+9593>  Mon Jul  9 17:10:41 2018                                               
---------------------------------------

<U+5F9E>6<U+6708><U+4E2D><U+9032><U+5834><U+5C31><U+958B><U+59CB><U+8DCC>,6<U+6708><U+5E95><U+51FA><U+95DC><U+5F8C><U+7E7C><U+7E8C><U+8DCC>,<U+8DCC><U+5230><U+6709><U+9EDE><U+61F7><U+7591><U+4EBA><U+751F><U+4E86>.....
<U+8ACB><U+554F><U+9019><U+6A94><U+8A72><U+7E8C><U+62B1><U+55CE>?
<U+9084><U+662F><U+8A72><U+72E0><U+4E0B><U+5FC3><U+4F86><U+505C><U+640D><U+4E86>orz

--
<U+203B> <U+767C><U+4FE1><U+7AD9>: <U+6279><U+8E22><U+8E22><U+5BE6><U+696D><U+574A>(ptt.cc), <U+4F86><U+81EA>: 42.75.242.226
<U+203B> <U+6587><U+7AE0><U+7DB2><U+5740>: https://www.ptt.cc/bbs/Stock/M.1531127444.A.35D.html

--
<U+203B> <U+767C><U+4FE1><U+7AD9>: <U+6279><U+8E22><U+8E22><U+5BE6><U+696D><U+574A>(ptt.cc), <U+4F86><U+81EA>: 219.70.193.175
<U+203B> <U+6587><U+7AE0><U+7DB2><U+5740>: https://www.ptt.cc/bbs/Stock/M.1531143408.A.F04.html
"
"14" NA
"15" NA
"16" "<U+4F5C><U+8005>lsisbl ()<U+770B><U+677F>Stock<U+6A19><U+984C>[<U+65B0><U+805E>] <U+806F><U+767C><U+79D1>Q3<U+6210><U+9577><U+9022><U+58D3>,<U+5916><U+8CC7><U+8ABF><U+964D><U+76EE><U+6A19><U+50F9><U+5230>350<U+6642><U+9593>Mon Jul  9 21:41:29 2018


1.<U+539F><U+6587><U+9023><U+7D50>:
http://www.chinatimes.com/realtimenews/20180709001838-260410

2.<U+539F><U+6587><U+5167><U+5BB9>:

2018<U+5E74>07<U+6708>09<U+65E5> 11:25 <U+6642><U+5831><U+8CC7><U+8A0A> <U+3010><U+6642><U+5831><U+8A18><U+8005><U+738B><U+9038><U+82AF><U+53F0><U+5317><U+5831><U+5C0E><U+3011>

<U+6B50><U+7CFB><U+5916><U+8CC7><U+91DD><U+5C0D><U+806F><U+767C><U+79D1>(2454)<U+51FA><U+5177><U+6700><U+65B0><U+7814><U+7A76><U+5831><U+544A><U+6307><U+51FA>,<U+7B2C><U+4E09><U+5B63><U+884C><U+52D5><U+6676><U+7247><U+51FA><U+8CA8><U+7531><U+65BC>OPPO<U+5C07><U+90E8><U+5206>
<U+8A02><U+55AE><U+5206><U+914D><U+7D66><U+9AD8><U+901A>,<U+52A0><U+4E0A><U+7B2C><U+4E8C><U+5B63><U+57FA><U+671F><U+8F03><U+9AD8>,<U+6545><U+6050><U+58D3><U+6291><U+806F><U+767C><U+79D1><U+71DF><U+904B><U+6210><U+9577><U+7A7A><U+9593>,<U+4F46><U+9577><U+7DDA><U+4F86><U+770B>,<U+806F>
<U+767C><U+79D1><U+5728><U+975E><U+884C><U+52D5><U+696D><U+52D9><U+4E0A>,<U+5176><U+7A4D><U+6975><U+5E03><U+5C40>5G<U+7B49><U+76F8><U+95DC><U+5546><U+6A5F>,<U+53EF><U+626E><U+6F14><U+672A><U+4F86><U+91CD><U+8981><U+71DF><U+904B><U+52D5><U+80FD><U+4E4B><U+4E00>,<U+5C07><U+76EE><U+6A19>
<U+50F9><U+7531>400<U+5143><U+8ABF><U+964D><U+5230>350<U+5143>,<U+8A55><U+7B49><U+512A><U+65BC><U+5927><U+76E4><U+3002>

<U+6B50><U+7CFB><U+5916><U+8CC7><U+91DD><U+5C0D><U+806F><U+767C><U+79D1><U+51FA><U+5177><U+6700><U+65B0><U+7814><U+7A76><U+5831><U+544A><U+6307><U+51FA>,<U+806F><U+767C><U+79D1><U+7B2C><U+4E8C><U+5B63><U+7684><U+53D7><U+60E0><U+65BC><U+5927><U+9678><U+54C1><U+724C><U+667A><U+6167><U+6A5F><U+5C0D><U+65BC>
P60<U+7684><U+62C9><U+8CA8>,<U+9810><U+8A08><U+71DF><U+6536><U+6210><U+9577><U+4E0A><U+770B>12%~20%,<U+6BDB><U+5229><U+7387><U+4E5F><U+4E0A><U+770B>38.8%,<U+60DF><U+4E0B><U+534A><U+5E74><U+4F86><U+8AAA>,<U+5927><U+9678><U+667A><U+6167>
<U+6A5F><U+6210><U+9577><U+653E><U+7DE9>,<U+52A0><U+4E0A><U+7B2C><U+4E8C><U+5B63><U+57FA><U+671F><U+8F03><U+9AD8>,<U+4EE5><U+53CA>OPPO<U+5C07><U+90E8><U+5206><U+8A02><U+55AE><U+5206><U+8207><U+9AD8><U+901A>,<U+85C9><U+4EE5><U+9054><U+6210><U+96D9><U+8CA8><U+6E90><U+4F9B><U+61C9>
,<U+9032><U+4E00><U+6B65><U+9650><U+5236><U+4E86><U+806F><U+767C><U+79D1><U+7684><U+589E><U+9577><U+7A7A><U+9593>,<U+52A0><U+4E0A><U+9AD8><U+901A><U+4E5F><U+5728><U+5B9A><U+50F9><U+65B9><U+9762><U+4FDD><U+6301><U+7A4D><U+6975><U+614B><U+5EA6>,<U+6545><U+5C07><U+62B5><U+92B7><U+806F><U+767C>
<U+79D1><U+975E><U+624B><U+6A5F><U+7522><U+54C1><U+696D><U+7E3E><U+7684><U+6210><U+9577>,<U+9810><U+8A08><U+55AE><U+5B63><U+5B63><U+71DF><U+6536><U+6210><U+9577><U+5C07><U+843D><U+5728>11%,<U+5728><U+975E><U+884C><U+52D5><U+6676><U+7247><U+696D><U+52D9><U+4E0A>,<U+7531><U+65BC>
<U+8A9E><U+97F3><U+52A9><U+7406><U+3001>WiFi<U+3001>ASIC(<U+5BA2><U+88FD><U+5316><U+6676><U+7247>)<U+548C><U+96FB><U+6E90><U+7BA1><U+7406><U+5668><U+7684><U+589E><U+9577><U+4E0D><U+5DEE>,<U+9810><U+8A08><U+806F><U+767C><U+79D1><U+5728><U+975E><U+79FB><U+52D5><U+696D><U+52D9>
<U+4ECD><U+7136><U+7A69><U+5065>,<U+4E26><U+4E14><U+6709><U+671B><U+5728>2018<U+5E74><U+5BE6><U+73FE><U+81F3><U+5C11>10~15%<U+7684><U+589E><U+9577>,<U+806F><U+767C><U+79D1><U+66FE><U+8868><U+793A>,<U+6574><U+9AD4><U+8A9E><U+97F3><U+52A9><U+7406><U+5E02><U+5834>
<U+53EF><U+80FD><U+76F8><U+8F03><U+53BB><U+5E74><U+7FFB><U+500D><U+6210><U+9577>,<U+5E02><U+5834><U+6574><U+9AD4><U+898F><U+6A21><U+4E0A><U+770B>6000<U+842C><U+53F0>,<U+800C><U+806F><U+767C><U+79D1><U+5728><U+8C37><U+6B4C><U+3001><U+4E9E><U+99AC><U+905C><U+548C><U+963F><U+91CC><U+5DF4>
<U+5DF4><U+5E73><U+53F0><U+4E0A><U+64C1><U+6709><U+826F><U+597D><U+7684><U+5438><U+5F15><U+529B>,<U+70BA><U+4E00><U+5927><U+767C><U+5C55><U+5229><U+57FA>,<U+5C07><U+76EE><U+6A19><U+50F9><U+7531>400<U+5143><U+8ABF><U+964D><U+5230>350<U+5143>,<U+8A55><U+7B49><U+512A><U+65BC>
<U+5927><U+76E4><U+3002>

<U+5C31><U+9577><U+7DDA><U+4F86><U+8AAA>,<U+6B50><U+7CFB><U+5916><U+8CC7><U+8868><U+793A>,<U+806F><U+767C><U+79D1><U+7684><U+884C><U+52D5><U+6676><U+7247><U+696D><U+52D9><U+5728>2019<U+5E74><U+61C9><U+8A72><U+5728><U+5448><U+73FE><U+9069><U+5EA6><U+589E><U+9577>,<U+4F46><U+6709>
<U+9451><U+65BC>2020<U+5E74>5G<U+5546><U+8F49>,<U+806F><U+767C><U+79D1><U+76EE><U+524D><U+6B63><U+52A0><U+901F><U+767C><U+5C55>5G,<U+4F01><U+5716><U+4EE5><U+66F4><U+5177><U+7AF6><U+722D><U+529B><U+7684><U+6210><U+672C><U+7D50><U+69CB><U+53CA><U+6642><U+6253><U+5165><U+5E02>
<U+5834>,<U+5C07><U+6703><U+5728><U+7269><U+806F><U+7DB2><U+3001><U+667A><U+6167><U+5BB6><U+5EAD><U+7B49><U+975E><U+884C><U+52D5><U+696D><U+52D9><U+4E0A><U+5E36><U+4F86><U+66F4><U+597D><U+7684><U+6A5F><U+6703>,<U+4E0D><U+50C5><U+5982><U+6B64>,<U+8ECA><U+7528><U+9818><U+57DF><U+548C>
NB-IoT<U+4E5F><U+5C07><U+7E8C><U+6210><U+9577><U+3002>


3.<U+5FC3><U+5F97>/<U+8A55><U+8AD6>:

<U+592A><U+8A87><U+5F35><U+4E86> <U+5F9E>375<U+6454><U+4E0B><U+4F86>  <U+5DF2><U+7D93><U+6454><U+4E86>100<U+584A>

<U+5916><U+8CC7><U+4E00><U+76F4><U+8CE3><U+4E00><U+76F4><U+8CE3>

<U+4E94><U+6A13><U+8AAA>  <U+5916><U+8CC7><U+662F><U+4E0D><U+662F><U+60F3><U+628A><U+767C><U+54E5><U+8CE3><U+5230>200 QQ

--
<U+203B> <U+767C><U+4FE1><U+7AD9>: <U+6279><U+8E22><U+8E22><U+5BE6><U+696D><U+574A>(ptt.cc), <U+4F86><U+81EA>: 118.166.187.43
<U+203B> <U+6587><U+7AE0><U+7DB2><U+5740>: https://www.ptt.cc/bbs/Stock/M.1531143693.A.B6D.html
<U+63A8> adsl12367: <U+6A13><U+4E0B>400<U+9D3F> 07/09 21:43
<U+2192> a7983115: 400<U+54E5><U+6210><U+672C><U+4E0D><U+5230>200,<U+7B11><U+770B><U+6F32><U+8DCC> 07/09 21:44
<U+63A8> wacow1106: <U+4E4B><U+524D><U+4E0D><U+662F><U+8AAA><U+6436><U+5230><U+860B><U+679C><U+55AE>XD 07/09 21:46
<U+63A8> Twinkling: 400<U+9D3F>:<U+6211><U+723D><U+9818><U+80A1><U+5229>,<U+53EA><U+60F3><U+4E00><U+5915><U+81F4><U+5BCC><U+7684><U+90FD><U+662F><U+7AAE><U+4EBA> 07/09 21:49
<U+5653> geminitw: <U+9019><U+5BB6><U+4E0B><U+5915><U+4E0B><U+4E95><U+5916><U+8CC7><U+5230><U+5E95><U+662F><U+54EA><U+5BB6>?<U+4E4B><U+524D><U+72C2><U+558A><U+4E94><U+516D><U+767E>,<U+73FE><U+5728><U+53C8><U+558A> 07/09 21:55
<U+2192> geminitw: <U+4E09><U+767E><U+4E94>?<U+80FD><U+529B><U+9019><U+6A23><U+5DEE>? 07/09 21:55
<U+2192> ohiammatt: 400<U+54E5><U+5957><U+8DEF>,<U+7AAE><U+4EBA><U+773C><U+7D05><U+85E5><U+723D><U+9818><U+80A1><U+5229> 07/09 21:58
<U+63A8> poqwmnzx25: 150<U+6536> 07/09 22:00
<U+63A8> heavensun: 600 500 400 350 <U+8D8A><U+558A><U+8D8A><U+4F4E> 07/09 22:05
<U+63A8> Iamjkc: <U+4E0D><U+51C6><U+518D><U+96E2><U+8077><U+4E86>  <U+8ACB><U+505A><U+597D><U+505A><U+6EFF><U+5C0D><U+80A1><U+6771><U+8CA0><U+8CAC> 07/09 22:10
<U+63A8> Sprinberg: <U+9019><U+8A55><U+8AD6>…M<U+8A02><U+55AE><U+4EC0><U+9EBC><U+6642><U+5F8C><U+7368><U+4EAB>oppo<U+904E><U+4E86> 07/09 22:18
<U+63A8> a29976137: Oppo<U+624B><U+6A5F><U+4E0D><U+662F><U+8CB7><U+5F88><U+597D><U+55CE><U+FF1F> 07/10 06:17
<U+2192> tabrisPTT: <U+5206><U+7D05><U+8D8A><U+7D66><U+8D8A><U+5DEE>,<U+5DE5><U+7A0B><U+5E2B><U+958B><U+59CB><U+4E82><U+505A> 07/10 08:14
<U+63A8> han3rd: <U+5C31><U+4ECA><U+5E74>oppo<U+696D><U+7E3E><U+4E5F><U+666E><U+666E>,<U+4E00><U+5411><U+501A><U+91CD><U+4E2D><U+570B><U+5E02><U+5834><U+7684><U+767C><U+54E5><U+81EA><U+7136><U+5C31><U+6210> 07/10 12:48
<U+2192> han3rd: <U+9577><U+4E0D><U+5927><U+3002><U+4E0D><U+904E><U+80A1><U+6771><U+6703><U+4E5F><U+8AAA><U+4E86>,<U+7522><U+54C1><U+7D44><U+5408><U+8B8A><U+66F4><U+8DDF>5G<U+696D><U+7E3E><U+767C><U+9175><U+4E5F><U+662F> 07/10 12:48
<U+2192> han3rd: 2020<U+5DE6><U+53F3><U+7684><U+4E8B>,<U+9577><U+671F><U+500B><U+4EBA><U+9084><U+662F><U+770B><U+591A><U+3002> 07/10 12:48
<U+63A8> dowcher: 400<U+54E5><U+5728><U+570B><U+5916><U+723D> <U+6C92><U+7A7A><U+7406><U+8DEF><U+4EBA> 07/10 14:08
<U+63A8> dowcher: <U+80A1><U+5229><U+5DF2><U+62FF>30.5 <U+8DEF><U+4EBA><U+4E09><U+5E74><U+904E><U+5F8C> <U+66F4><U+591A><U+66F4><U+7AAE> <U+7B11><U+6B7B> 07/10 14:11
"
"17" NA
"18" NA
"19" "<U+4F5C><U+8005>eyespot (<U+8FFD><U+6C42><U+5167><U+5FC3><U+7684><U+81EA><U+5728>)<U+770B><U+677F>Stock<U+6A19><U+984C>[<U+516C><U+544A>] Funnky38 <U+9055><U+53CD><U+677F><U+898F>4-4 <U+6C34><U+6876><U+4E00><U+9031><U+6642><U+9593>Mon Jul  9 21:44:59 2018
<U+4E3B><U+65E8>:Funnky38 <U+9055><U+53CD><U+677F><U+898F> 4-4 <U+6C34><U+6876><U+4E00><U+9031>

<U+8AAA><U+660E>:<U+7D93><U+677F><U+4E3B><U+5DE1><U+8996><U+7248><U+9762>,Funnky38 <U+767C><U+5169><U+884C><U+6587>,<U+9055><U+53CD><U+677F><U+898F>4-4,
      <U+4F9D><U+677F><U+898F><U+7D66><U+4E88><U+6C34><U+6876><U+4E00><U+9031><U+8655><U+5206><U+3002>

 4-4.<U+6CE8><U+97F3><U+6587><U+3001><U+7A7A><U+767D><U+6587><U+3001><U+4E00><U+884C><U+6587><U+3001><U+5169><U+884C><U+6587><U+3001><U+6587><U+7AE0><U+904E><U+77ED><U+3001><U+7121><U+610F><U+7FA9><U+6587><U+7AE0><U+7B49>,<U+6C34><U+6876><U+4E00><U+9031><U+3002>


<U+5177><U+9AD4><U+8B49><U+64DA>(<U+539F><U+6587><U+5DF2><U+522A><U+9664>):

 <U+4F5C><U+8005>  Funnky38 (JasonR)                                          <U+770B><U+677F>  Stock 
 <U+6A19><U+984C>  [<U+8ACB><U+76CA>] <U+8ACB><U+554F>2456<U+5947><U+529B><U+65B0> <U+662F><U+5426><U+7E8C><U+62B1><U+3002><U+8DCC><U+6DF1>                                   
 <U+6642><U+9593>  Mon Jul  9 17:59:41 2018                                               
---------------------------------------

<U+8ACB><U+554F><U+4E00><U+4E0B><U+516C><U+53F8><U+90FD><U+662F><U+6B63><U+9762><U+6D88><U+606F> <U+5DF2><U+8CB7>195*4 <U+4E0D><U+904E><U+80A1><U+7968><U+3127><U+76F4><U+72C2><U+6D29>  <U+60F3><U+4E86><U+89E3><U+662F><U+5426><U+7E8C><U+62B1><U+9084><U+662F><U+5728><U+7B49><U+5B83>
<U+56DE><U+4F86> <U+8B1D><U+8B1D><U+5927><U+5BB6>

--
<U+203B> <U+767C><U+4FE1><U+7AD9>: <U+6279><U+8E22><U+8E22><U+5BE6><U+696D><U+574A>(ptt.cc), <U+4F86><U+81EA>: 42.75.245.172
<U+203B> <U+6587><U+7AE0><U+7DB2><U+5740>: https://www.ptt.cc/bbs/Stock/M.1531130383.A.FF8.html

--
<U+203B> <U+767C><U+4FE1><U+7AD9>: <U+6279><U+8E22><U+8E22><U+5BE6><U+696D><U+574A>(ptt.cc), <U+4F86><U+81EA>: 219.70.193.175
<U+203B> <U+6587><U+7AE0><U+7DB2><U+5740>: https://www.ptt.cc/bbs/Stock/M.1531143902.A.424.html
"
"20" NA
"21" NA
"22" "<U+4F5C><U+8005>ken70218 (Ken)<U+770B><U+677F>Stock<U+6A19><U+984C>[<U+65B0><U+805E>] <U+91D1><U+63A7><U+54E1><U+5DE5><U+85AA><U+916C> <U+4E2D><U+4FE1><U+7A31><U+51A0><U+6642><U+9593>Mon Jul  9 21:57:40 2018

1.<U+539F><U+6587><U+9023><U+7D50>:
https://money.udn.com/money/story/5613/3241857

2.<U+539F><U+6587><U+5167><U+5BB9>:

<U+91D1><U+63A7><U+54E1><U+5DE5><U+85AA><U+916C> <U+4E2D><U+4FE1><U+7A31><U+51A0>

<U+570B><U+5167><U+91D1><U+63A7><U+696D>2017<U+5E74><U+54E1><U+5DE5><U+5E73><U+5747><U+798F><U+5229><U+85AA><U+8CC7><U+8CBB><U+7528><U+51FA><U+7210><U+3002><U+7BA1><U+7406><U+8457><U+7A31><U+7684><U+4E2D><U+4FE1><U+91D1><U+53BB><U+5E74><U+4ECD><U+4EE5><U+6BCF><U+4EBA><U+5E73><U+5747>169
<U+842C><U+5143>,<U+9AD8><U+5C45><U+91D1><U+63A7><U+4E4B><U+51A0>,<U+5E74><U+6210><U+9577><U+7387><U+4F9D><U+820A><U+9AD8><U+9054>12.3%,<U+958B><U+767C><U+91D1><U+4EE5><U+5E73><U+5747>146<U+842C><U+5143><U+3001><U+6392><U+540D><U+7B2C><U+4E8C><U+3002>


<U+9019><U+9805><U+7D71><U+8A08><U+6578><U+5B57><U+6BCF><U+5E74><U+90FD><U+5728><U+5E74><U+5831><U+6216><U+516C><U+53F8><U+516C><U+5E03><U+7684><U+4F01><U+696D><U+793E><U+6703><U+8CAC><U+4EFB><U+5831><U+544A><U+66F8><U+4E2D><U+63ED><U+9732>,<U+64D4><U+4EFB><U+4E3B><U+7BA1><U+8077><U+52D9><U+7684><U+54E1>
<U+5DE5><U+672A><U+5217><U+5165><U+8A08><U+7B97>,<U+4EE5><U+4E00><U+822C><U+975E><U+4E3B><U+7BA1><U+8077><U+7684><U+54E1><U+5DE5><U+85AA><U+8CC7><U+798F><U+5229><U+52A0><U+7E3D><U+5E73><U+5747><U+800C><U+4F86><U+3002>

<U+8FD1><U+671F><U+6B63><U+9022><U+5404><U+5B78><U+6821><U+7562><U+696D><U+5B63>,<U+6709><U+5FD7><U+91D1><U+878D><U+696D><U+7684><U+793E><U+6703><U+65B0><U+9BAE><U+4EBA>,<U+7D93><U+5E38><U+53C3><U+8003><U+5404><U+91D1><U+63A7><U+516C><U+53F8><U+516C><U+544A><U+7684><U+5404><U+7A2E><U+8CC7><U+8A0A>
,<U+4EE5><U+505A><U+5C31><U+696D><U+53C3><U+8003><U+3002><U+5404><U+5BB6><U+91D1><U+63A7><U+9678><U+7E8C><U+5B8C><U+6210><U+4E26><U+4E0A><U+50B3>2017<U+5E74><U+5E74><U+5831><U+53CA><U+4F01><U+696D><U+793E><U+6703><U+8CAC><U+4EFB><U+5831><U+544A><U+66F8>,<U+5176><U+4E2D><U+54E1><U+5DE5>
<U+6BCF><U+4EBA><U+5E73><U+5747><U+85AA><U+8CC7><U+798F><U+5229><U+8CBB><U+7528><U+6700><U+53D7><U+95DC><U+6CE8>,<U+6B64><U+85AA><U+8CC7><U+798F><U+5229><U+6578><U+5B57><U+5305><U+62EC><U+4F01><U+696D><U+7D66><U+4ED8><U+4E88><U+54E1><U+5DE5><U+7684><U+85AA><U+8CC7><U+3001><U+52DE><U+5065><U+4FDD><U+3001>
<U+9000><U+4F11><U+91D1><U+53CA><U+5176><U+4ED6><U+54E1><U+5DE5><U+798F><U+5229><U+8CBB><U+7528><U+7684><U+5408><U+8A08>,<U+4E0D><U+55AE><U+7D14><U+662F><U+85AA><U+8CC7><U+672C><U+8EAB>,<U+56E0><U+6B64><U+6578><U+5B57><U+666E><U+904D><U+9AD8><U+65BC><U+5916><U+754C><U+5C0D><U+65BC><U+91D1><U+878D>
<U+696D><U+884C><U+54E1><U+7684><U+85AA><U+8CC7><U+60F3><U+50CF><U+3002>

<U+6B64><U+5916>,<U+6709><U+4E9B><U+91D1><U+63A7><U+6703><U+5C07><U+65D7><U+4E0B><U+58FD><U+96AA><U+516C><U+53F8><U+696D><U+52D9><U+54E1><U+85AA><U+8CC7><U+798F><U+5229><U+5206><U+9580><U+5225><U+985E>,<U+82E5><U+4FDD><U+96AA><U+516C><U+53F8><U+662F><U+4EE5><U+627F><U+652C><U+5236><U+8058><U+7528>
<U+4FDD><U+96AA><U+696D><U+52D9><U+54E1>,<U+696D><U+52D9><U+54E1><U+6709><U+53E6><U+5916><U+7684><U+4F63><U+91D1><U+6536><U+5165>,<U+63A1><U+6B64><U+5236><U+5EA6><U+7684><U+696D><U+52D9><U+54E1><U+85AA><U+8CC7><U+798F><U+5229><U+4E26><U+4E0D><U+8A08><U+5165><U+5728><U+91D1><U+63A7><U+7684><U+5E73>
<U+5747><U+85AA><U+8CC7><U+798F><U+5229><U+8CBB><U+7528><U+91D1>,<U+4E2D><U+4FE1><U+91D1><U+5C31><U+662F><U+4E00><U+4F8B><U+3002>

<U+6839><U+64DA><U+516C><U+958B><U+8CC7><U+8A0A><U+5143><U+5927><U+91D1><U+7684><U+8CC7><U+6599><U+986F><U+793A>,<U+9664><U+4E86><U+524D><U+4E09><U+540D><U+4E2D><U+4FE1><U+91D1><U+3001><U+958B><U+767C><U+91D1><U+3001><U+5143><U+5927><U+91D1><U+4E4B><U+5916>,<U+6BCF><U+4F4D><U+5E73><U+5747><U+54E1>
<U+5DE5><U+798F><U+5229><U+85AA><U+8CC7><U+8D85><U+904E><U+767E><U+842C><U+5143><U+4EE5><U+4E0A><U+7684><U+9084><U+6709><U+516B><U+5BB6>,<U+7E3D><U+8A08>11<U+5BB6>,2017<U+5E74><U+5E73><U+5747><U+85AA><U+8CC7><U+798F><U+5229><U+4F9D><U+5E8F><U+5143><U+5927><U+91D1><U+3001><U+6C38>
<U+8C50><U+91D1><U+3001><U+5BCC><U+90A6><U+91D1><U+3001><U+53F0><U+65B0><U+91D1><U+3001><U+7B2C><U+4E00><U+91D1><U+3001><U+83EF><U+5357><U+91D1><U+3001><U+7389><U+5C71><U+91D1><U+3001><U+5146><U+8C50><U+91D1><U+3001><U+65E5><U+76DB><U+91D1><U+7B49>,<U+53EA><U+6709><U+4E09><U+5BB6><U+6C92><U+6709><U+9054>
<U+5230><U+767E><U+842C><U+5143><U+6C34><U+6E96>,<U+70BA><U+570B><U+6CF0><U+91D1><U+3001><U+570B><U+7968><U+91D1><U+8207><U+65B0><U+5149><U+91D1>,<U+5176><U+4E2D>,<U+570B><U+6CF0><U+3001><U+65B0><U+5149><U+91D1><U+90FD><U+6709><U+4FDD><U+96AA><U+696D><U+52D9><U+54E1><U+5927><U+8ECD>,
<U+4EE5><U+4FDD><U+96AA><U+70BA><U+4E3B><U+7684><U+91D1><U+63A7><U+3002>

<U+9664><U+4E86><U+4E00><U+822C><U+85AA><U+8CC7><U+4EE5><U+5916>,<U+6709><U+4E9B><U+516C><U+53F8><U+4E5F><U+63D0><U+4F9B><U+591A><U+5143><U+7684><U+5229><U+6F64><U+5206><U+4EAB><U+6A5F><U+5236>,<U+4F8B><U+5982><U+4E2D><U+570B><U+4FE1><U+8A17><U+796D><U+51FA><U+5305><U+542B><U+300C><U+54E1><U+5DE5>
<U+80A1><U+7968><U+589E><U+503C><U+6B0A><U+300D><U+3001> <U+300C><U+73FE><U+91D1><U+589E><U+8CC7><U+54E1><U+5DE5><U+8A8D><U+80A1><U+300D><U+53CA><U+300C><U+54E1><U+5DE5><U+6301><U+80A1><U+4FE1><U+8A17><U+300D><U+7B49><U+734E><U+916C><U+65B9><U+5F0F><U+4F86><U+7559><U+624D>,<U+5176><U+4E2D><U+300C>
<U+54E1><U+5DE5><U+80A1><U+7968><U+589E><U+503C><U+6B0A><U+300D><U+5177><U+4E09><U+5E74><U+905E><U+5EF6><U+9650><U+5236>,<U+4EE5><U+5438><U+5F15><U+4E26><U+7559><U+4F4F><U+512A><U+79C0><U+7684><U+91D1><U+878D><U+5C08><U+696D><U+4EBA><U+624D>,<U+5C0D><U+7E3E><U+512A><U+3001><U+6709><U+6F5B><U+529B>
